"toia_id","video_language","interactor_language","rating","similarity_score"
"8","ar-AE","en-US","1","0.532741"
"8","ar-AE","en-US","2","0.721727"
"8","ar-AE","en-US","1","0.708271"
"8","ar-AE","en-US","2","0.673216"
"8","ar-AE","en-US","1","0.492038"
"8","ar-AE","en-US","1","0.835117"
"8","ar-AE","en-US","4","0.596998"
"8","ar-AE","en-US","3","0.480664"
"8","ar-AE","en-US","4","0.501004"
"8","ar-AE","en-US","3","0.664538"
"8","ar-AE","en-US","2","0.632795"
"8","ar-AE","en-US","1","0.570977"
"8","ar-AE","en-US","1","0.674164"
"8","ar-AE","en-US","1","0.486613"
"8","ar-AE","en-US","1","0.530206"
"8","ar-AE","en-US","2","0.605442"
"8","ar-AE","en-US","3","0.662524"
"8","ar-AE","en-US","3","0.583141"
"8","ar-AE","en-US","3","0.725612"
"8","ar-AE","en-US","1","0.68108"
"8","ar-AE","en-US","3","0.709472"
"8","ar-AE","en-US","1","0.362212"
"8","ar-AE","en-US","1","0.530206"
"8","ar-AE","en-US","2","0.383551"
"8","ar-AE","en-US","2","0.619169"
"8","ar-AE","en-US","2","0.595744"
